oid,name,eid,amount,year,country,herddod,herddoe,herdhhs,herdnasa,herdnsf,herdusda,herdfedother,herdstate,herdinst,herdbusi,herdnonprof,herdallother
794,University of Maryland Center for Environmental Science,208480,"$5,189.00",2022,USA,"$194,000.00","$608,000.00","$36,000.00","$769,000.00","$3,422,000.00","$436,000.00","$9,644,000.00","$26,071,000.00","$10,222,000.00","$223,000,000.00","$1,792,000,000.00","$301,000,000.00"
251,Tennessee Technological University,220370,"$6,548.00",2022,USA,"$301,000.00","$1,319,000.00","$301,000.00","$164,000.00","$2,884,000.00","$773,000.00","$2,414,000.00","$4,256,000.00","$3,464,000.00","$117,000,000.00","$146,000,000.00","$259,000,000.00"
992,"The Graduate Center, CUNY",113900,$732.00,2022,USA,$0.00,$0.00,"$344,000.00",$0.00,"$1,865,000.00",$0.00,"$326,000.00","$154,000.00","$1,080,000.00",$0.00,"$1,208,000,000.00","$532,000,000.00"
407,Milwaukee School of Engineering,217403,$248.00,2022,USA,$0.00,"$7,000.00","$471,000.00","$1,000.00","$464,000.00",$0.00,"$26,000.00",$0.00,"$79,000.00","$2,485,000,000.00","$12,000,000.00",$0.00
13772,Kettering University,220568,,2022,USA,$0.00,$0.00,$0.00,$0.00,"$10,000.00",$0.00,"$203,000.00","$34,000.00","$294,000.00","$214,000,000.00","$57,000,000.00","$4,000,000.00"
11591,Georgia Institute of Technology,217592,"$438,090,000.00",2023,USA,"$811,759,000.00","$26,089,000.00","$52,938,000.00","$17,355,000.00","$79,048,000.00","$1,124,000.00","$95,590,000.00","$128,291,000.00","$61,494,000.00","$94,476,000,000.00","$31,073,000,000.00","$5,843,000,000.00"
11593,Georgia State University,217735,"$63,494,000.00",2023,USA,"$2,828,000.00","$1,022,000.00","$58,933,000.00","$860,000.00","$13,377,000.00","$471,000.00","$13,840,000.00","$4,392,000.00","$125,011,000.00","$3,269,000,000.00","$12,131,000,000.00","$1,359,000,000.00"
11569,Nova Southeastern University,114078,"$8,990,000.00",2023,USA,"$4,303,000.00",$0.00,"$3,786,000.00",$0.00,"$200,000.00","$100,000.00","$3,248,000.00","$3,862,000.00","$32,874,000.00","$543,000,000.00","$762,000,000.00","$495,000,000.00"
12085,Langston University,220538,"$12,987,000.00",2023,USA,"$600,000.00",$0.00,"$111,000.00","$119,000.00","$625,000.00","$3,984,000.00","$34,000.00","$19,000.00","$4,583,000.00","$430,000,000.00",$0.00,$0.00
12111,Bryn Mawr College,217631,"$863,000.00",2023,USA,$0.00,$0.00,"$72,000.00","$18,000.00","$1,184,000.00",$0.00,"$15,000.00",$0.00,"$7,105,000.00","$16,000,000.00","$629,000,000.00",$0.00
11685,University of Northern Iowa,219188,"$2,732,000.00",2023,USA,"$610,000.00","$75,000.00","$650,000.00","$111,000.00","$1,015,000.00","$123,000.00","$391,000.00","$541,000.00","$911,000.00",$0.00,"$137,000,000.00",$0.00
12226,St. Edward's University,220634,"$375,000.00",2023,USA,$0.00,$0.00,"$78,000.00","$24,000.00","$154,000.00","$59,000.00",$0.00,"$186,000.00","$762,000.00",$0.00,"$71,000,000.00",$0.00
9056,Western New Mexico University,114234,"$233,000.00",2021,USA,,,,,,,,,,,,
12073,Sinclair Community College,114123,"$298,000.00",2023,USA,,,,,,,,,,,,
9383,Texas Christian University,219332,"$4,139,000.00",2021,USA,"$63,000.00","$146,000.00","$3,590,000.00","$33,000.00","$412,000.00",$0.00,"$204,000.00","$438,000.00","$8,684,000.00","$1,670,000,000.00","$23,000,000.00","$73,000,000.00"
13476,Salisbury University,218961,,2021,USA,$0.00,$0.00,"$843,000.00",$0.00,"$524,000.00","$1,000.00","$1,903,000.00","$3,604,000.00","$3,567,000.00","$8,000,000.00","$102,000,000.00",$0.00
9904,Michigan State University,217558,"$1,055,000.00",2021,USA,"$14,834,000.00","$108,509,000.00","$84,853,000.00","$3,963,000.00","$71,392,000.00","$32,154,000.00","$34,184,000.00","$41,609,000.00","$275,632,000.00","$11,016,000,000.00","$17,600,000,000.00","$14,432,000,000.00"
9933,Mississippi State University,217429,"$597,000.00",2021,USA,"$31,014,000.00","$5,816,000.00","$9,107,000.00","$1,351,000.00","$9,215,000.00","$31,679,000.00","$28,531,000.00","$88,418,000.00","$58,242,000.00","$3,257,000,000.00","$6,994,000,000.00","$1,519,000,000.00"
8640,"University of California, Santa Cruz",212877,"$71,365,000.00",2021,USA,"$5,925,000.00","$4,963,000.00","$44,933,000.00","$3,638,000.00","$13,870,000.00","$1,306,000.00","$11,628,000.00","$4,943,000.00","$31,668,000.00","$7,273,000,000.00","$16,325,000,000.00","$14,143,000,000.00"
8889,Brandeis University,217641,"$30,098,000.00",2021,USA,"$270,000.00","$1,185,000.00","$33,748,000.00","$158,000.00","$5,621,000.00",$0.00,"$11,165,000.00","$404,000.00","$34,998,000.00","$1,418,000,000.00","$9,045,000,000.00","$9,537,000,000.00"
8859,Colby College,113933,"$8,206,000.00",2021,USA,$0.00,$0.00,"$150,000.00","$15,000.00","$585,000.00",$0.00,$0.00,$0.00,"$427,000.00",$0.00,"$495,000,000.00",$0.00
9264,Lafayette College,218738,"$504,000.00",2021,USA,"$99,000.00",$0.00,"$105,000.00","$16,000.00","$286,000.00","$2,000.00",$0.00,"$4,000.00","$417,000.00",$0.00,"$75,000,000.00","$11,000,000.00"
8804,University of Evansville,221745,"$19,000.00",2021,USA,,,,,,,,$0.00,"$89,000.00",$0.00,$0.00,"$51,000,000.00"
835,University of Massachusetts Chan Medical School,219195,"$168,136.00",2022,USA,"$6,900,000.00","$396,000.00","$247,901,000.00",$0.00,"$1,286,000.00","$151,000.00","$1,513,000.00","$2,878,000.00","$49,909,000.00","$20,870,000,000.00","$20,992,000,000.00","$5,408,000,000.00"
9909,Concordia University Ann Arbor,130869,"$499,000.00",2021,USA,,,,,,,,,,,,
80,North Carolina Central University,217791,"$13,044.00",2022,USA,"$1,188,000.00","$1,116,000.00","$7,334,000.00","$1,000.00","$2,856,000.00","$138,000.00","$1,076,000.00","$954,000.00",$0.00,"$434,000,000.00","$776,000,000.00","$727,000,000.00"
773,Xavier University of Louisiana,197031,"$8,295.00",2022,USA,"$465,000.00",$0.00,"$9,707,000.00","$559,000.00","$990,000.00",$0.00,"$12,000.00","$585,000.00","$1,452,000.00",$0.00,"$386,000,000.00",$0.00
190,Saint Joseph's University,114104,"$1,595.00",2022,USA,"$165,000.00",$0.00,"$1,211,000.00",$0.00,"$826,000.00",$0.00,"$318,000.00","$1,205,000.00","$2,609,000.00","$2,252,000,000.00","$455,000,000.00",$0.00
412,University of Wisconsinâ€“La Crosse,114217,$245.00,2022,USA,"$22,000.00",$0.00,"$103,000.00","$10,000.00","$203,000.00","$24,000.00","$606,000.00","$694,000.00","$977,000.00","$227,000,000.00","$70,000,000.00","$6,000,000.00"
13774,Eastern Connecticut State University,200097,,2022,USA,$0.00,$0.00,$0.00,"$10,000.00","$103,000.00",$0.00,"$13,000.00","$3,000.00","$1,605,000.00",$0.00,$0.00,$0.00
11772,Harvard University,218944,"$562,429,000.00",2023,USA,"$49,624,000.00","$20,120,000.00","$490,149,000.00","$7,992,000.00","$54,965,000.00","$385,000.00","$16,718,000.00","$4,250,000.00","$488,906,000.00","$71,497,000,000.00","$202,605,000,000.00","$28,007,000,000.00"
11877,Missoula Public Library,141288,"$25,723,000.00",2023,USA,"$5,712,000.00","$878,000.00","$36,918,000.00","$1,822,000.00","$12,241,000.00","$5,424,000.00","$12,495,000.00","$1,511,000.00","$53,689,000.00","$220,000,000.00","$2,498,000,000.00","$550,000,000.00"
11839,Alcorn State University,113865,"$8,319,000.00",2023,USA,"$35,000.00",$0.00,"$277,000.00","$15,000.00","$65,000.00","$9,485,000.00","$1,119,000.00","$5,206,000.00","$2,894,000.00","$24,000,000.00","$21,000,000.00",$0.00
11468,Loyola Marymount University,198788,"$2,012,000.00",2023,USA,"$2,000.00",$0.00,"$936,000.00",$0.00,"$289,000.00",$0.00,"$1,694,000.00","$1,096,000.00","$7,708,000.00","$84,000,000.00","$2,277,000,000.00",$0.00
12220,Lamar University,114017,"$1,452,000.00",2023,USA,$0.00,"$678,000.00","$117,000.00",$0.00,"$495,000.00","$170,000.00","$799,000.00","$6,124,000.00","$277,000.00","$342,000,000.00","$166,000,000.00",$0.00
11981,Skidmore College,218090,"$450,000.00",2023,USA,$0.00,$0.00,"$169,000.00","$14,000.00","$672,000.00",$0.00,"$433,000.00",$0.00,"$510,000.00",$0.00,"$586,000,000.00",$0.00
13972,Albion College,199525,,2023,USA,$0.00,$0.00,$0.00,"$184,000.00","$42,000.00",$0.00,$0.00,$0.00,$0.00,"$50,000,000.00",$0.00,$0.00
9977,University of Nebraska at Omaha,218993,"$798,000.00",2021,USA,"$869,000.00",$0.00,"$5,706,000.00","$271,000.00","$2,517,000.00",$0.00,"$4,140,000.00","$1,855,000.00","$3,125,000.00","$201,000,000.00","$177,000,000.00","$145,000,000.00"
9058,Albany College of Pharmacy and Health Sciences,221280,"$911,000.00",2021,USA,,,,,,,,,,,,
11424,Ouachita Baptist University,114087,"$615,000.00",2023,USA,,,,,,,,,,,,
12081,Xavier University,226776,"$511,000.00",2023,USA,,,,,,,,,,,,
9201,Northeast Ohio Medical University,197544,"$8,271,000.00",2021,USA,"$218,000.00",$0.00,"$9,712,000.00",$0.00,"$69,000.00",$0.00,$0.00,"$14,000.00","$3,182,000.00",$0.00,"$658,000,000.00",$0.00
13477,Western Illinois University,206108,,2021,USA,"$780,000.00","$47,000.00","$168,000.00",$0.00,"$35,000.00","$1,831,000.00","$302,000.00","$4,000.00","$86,000.00","$176,000,000.00","$48,000,000.00","$55,000,000.00"
13930,University of Hartford,220463,,2023,USA,"$53,000.00","$17,000.00","$71,000.00","$879,000.00","$52,000.00",$0.00,"$197,000.00","$8,000.00","$203,000.00","$3,000,000.00","$50,000,000.00",$0.00
11530,Eastern Connecticut State University,200097,"$128,000.00",2023,USA,$0.00,$0.00,$0.00,"$9,000.00","$182,000.00","$1,000.00","$18,000.00",$0.00,"$1,239,000.00",$0.00,$0.00,$0.00
9980,Nevada System of Higher Education,222134,"$568,000.00",2021,USA,,,,,,,,,,,,
9997,Princeton University,218878,"$1,000,000.00",2021,USA,"$30,518,000.00","$22,575,000.00","$56,755,000.00","$14,005,000.00","$66,663,000.00","$752,000.00","$13,732,000.00","$281,000.00","$86,675,000.00","$20,200,000,000.00","$57,700,000,000.00","$34,592,000,000.00"
9975,University of Nebraska–Lincoln,210727,"$2,373,000.00",2021,USA,"$6,907,000.00","$9,512,000.00","$27,311,000.00","$698,000.00","$27,251,000.00","$20,979,000.00","$13,906,000.00","$55,626,000.00","$111,550,000.00","$19,843,000,000.00","$6,145,000,000.00","$7,355,000,000.00"
9223,Oklahoma State University,195383,"$42,192,000.00",2021,USA,"$4,199,000.00","$7,152,000.00","$9,313,000.00","$1,729,000.00","$9,134,000.00","$10,229,000.00","$5,672,000.00","$21,258,000.00","$117,732,000.00","$9,786,000,000.00","$2,322,000,000.00","$273,000,000.00"
9186,North Dakota State University,210887,"$48,577,000.00",2021,USA,,,,,,,,"$34,750,000.00","$41,133,000.00","$8,194,000,000.00","$740,000,000.00","$226,000,000.00"
9043,Stockton University,203935,"$703,000.00",2021,USA,$0.00,$0.00,"$25,000.00",$0.00,"$1,000.00","$152,000.00","$308,000.00","$147,000.00","$572,000.00",$0.00,"$41,000,000.00",$0.00
9987,University System of New Hampshire,219216,"$1,491,000.00",2021,USA,,,,,,,,,,,,
8674,Sacred Heart University,143139,"$21,000.00",2021,USA,$0.00,$0.00,$0.00,$0.00,"$201,000.00",$0.00,"$474,000.00",$0.00,"$244,000.00",$0.00,"$53,000,000.00",$0.00
14156,Gannon University,113971,,2021,USA,,,,,,,,"$137,000.00","$309,000.00","$120,000,000.00","$345,000,000.00",$0.00
8519,Jacksonville State University,113999,"$1,050,000.00",2021,USA,$0.00,$0.00,$0.00,$0.00,"$37,000.00",$0.00,"$208,000.00",$0.00,"$30,000.00",$0.00,$0.00,$0.00
405,Medical College of Wisconsin,218600,"$112,422.00",2022,USA,"$5,874,000.00",$0.00,"$142,490,000.00","$596,000.00","$215,000.00","$47,000.00","$3,079,000.00","$586,000.00","$102,906,000.00","$35,121,000,000.00","$27,050,000,000.00","$3,542,000,000.00"
707,Southern Illinois University Carbondale,206279,"$8,841.00",2022,USA,"$923,000.00","$228,000.00","$6,131,000.00","$125,000.00","$1,655,000.00","$1,095,000.00","$3,425,000.00","$802,000.00","$24,670,000.00","$7,169,000,000.00","$744,000,000.00",$0.00
494,"California State University, Fresno",113904,"$3,660.00",2022,USA,"$340,000.00","$44,000.00","$1,255,000.00","$191,000.00","$2,887,000.00","$757,000.00","$454,000.00","$1,102,000.00","$3,854,000.00","$356,000,000.00","$1,258,000,000.00","$105,000,000.00"
812,Clark University,195714,"$3,988.00",2022,USA,"$5,000.00","$61,000.00","$471,000.00","$53,000.00","$1,302,000.00","$197,000.00","$411,000.00","$77,000.00","$4,552,000.00",$0.00,"$1,577,000,000.00","$107,000,000.00"
13726,Calvin University,139254,,2022,USA,"$40,000.00",$0.00,"$104,000.00",$0.00,"$636,000.00",$0.00,"$151,000.00","$12,000.00","$559,000.00","$24,000,000.00","$1,376,000,000.00","$267,000,000.00"
13775,Mercyhurst University,221094,,2022,USA,$0.00,$0.00,$0.00,$0.00,"$24,000.00",$0.00,"$58,000.00","$387,000.00","$59,000.00","$108,000,000.00","$6,000,000.00","$19,000,000.00"
12046,North Dakota State University,210887,"$42,133,000.00",2023,USA,"$5,363,000.00","$20,901,000.00","$21,948,000.00","$1,870,000.00","$3,841,000.00","$2,051,000.00","$9,916,000.00","$46,885,000.00","$50,685,000.00","$17,438,000,000.00","$955,000,000.00","$342,000,000.00"
10000,"Rutgers, The State University of New Jersey",209255,"$163,000.00",2021,USA,,,,,,,,,,,,
11942,Columbia University,218849,"$832,938,000.00",2023,USA,$0.00,$0.00,"$1,113,000.00",$0.00,"$2,873,000.00",$0.00,"$7,885,000.00","$3,953,000.00",$0.00,"$1,428,000,000.00","$14,239,000,000.00","$2,692,000,000.00"
12240,Texas Southern University,199426,"$6,342,000.00",2023,USA,$0.00,$0.00,"$3,616,000.00",$0.00,"$2,232,000.00",$0.00,"$5,121,000.00","$1,227,000.00","$4,042,000.00",$0.00,"$49,000,000.00",$0.00
11946,Brooklyn College,113737,"$3,057,000.00",2023,USA,$0.00,"$182,000.00","$3,790,000.00",$0.00,"$1,328,000.00","$216,000.00","$2,000.00","$838,000.00","$1,998,000.00","$44,000,000.00","$119,000,000.00","$18,000,000.00"
11791,Wellesley College,217316,"$2,642,000.00",2023,USA,$0.00,$0.00,"$1,614,000.00","$92,000.00","$1,215,000.00",$0.00,$0.00,"$449,000.00",$0.00,"$80,000,000.00","$2,628,000,000.00","$242,000,000.00"
10015,New Mexico State University,215707,"$854,000.00",2021,USA,,,,,,,,,,,,
9073,Borough of Manhattan Community College,113895,"$1,574,000.00",2021,USA,,,,,,,,,,,,
12096,Linn Benton Community College,121026,"$70,000.00",2023,USA,,,,,,,,,,,,
8548,Northern Arizona University,219159,"$55,442,000.00",2021,USA,"$8,665,000.00","$1,889,000.00","$10,356,000.00","$3,977,000.00","$9,634,000.00","$4,199,000.00","$3,024,000.00","$10,179,000.00","$14,963,000.00","$839,000,000.00","$1,286,000,000.00","$118,000,000.00"
9097,Long Island University,196745,"$2,916,000.00",2021,USA,"$39,000.00",$0.00,"$1,841,000.00",$0.00,"$297,000.00","$372,000.00","$137,000.00",$0.00,"$12,040,000.00","$36,000,000.00","$271,000,000.00","$26,000,000.00"
8755,Idaho State University,217894,"$867,000.00",2021,USA,"$27,000.00","$2,810,000.00","$845,000.00","$88,000.00","$3,047,000.00","$52,000.00","$347,000.00","$1,982,000.00","$3,937,000.00","$387,000,000.00","$264,000,000.00","$167,000,000.00"
9467,Western Washington University,219053,"$8,127,000.00",2021,USA,$0.00,"$321,000.00","$320,000.00","$464,000.00","$2,598,000.00","$40,000.00","$547,000.00","$1,107,000.00","$6,665,000.00","$137,000,000.00","$1,203,000,000.00","$48,000,000.00"
13531,Central Connecticut State University,113835,,2021,USA,$0.00,$0.00,"$80,000.00","$105,000.00","$76,000.00","$25,000.00","$377,000.00","$254,000.00","$390,000.00",$0.00,"$7,000,000.00",$0.00
14159,Gustavus Adolphus College,197385,,2021,USA,,,,,,,,"$14,000.00","$83,000.00","$126,000,000.00","$85,000,000.00","$200,000,000.00"
8769,Lake Forest College,221578,"$350,000.00",2021,USA,,,,,,,,$0.00,"$117,000.00",$0.00,"$53,000,000.00","$97,000,000.00"
888,Mississippi State University,217429,"$73,371.00",2022,USA,"$33,169,000.00","$7,798,000.00","$10,644,000.00","$1,873,000.00","$10,093,000.00","$37,885,000.00","$36,745,000.00","$92,113,000.00","$60,534,000.00","$3,170,000,000.00","$7,928,000,000.00","$1,466,000,000.00"
357,Virginia State University,114229,"$247,464.00",2022,USA,"$1,043,000.00","$169,000.00","$73,000.00","$157,000.00","$1,735,000.00","$3,811,000.00","$127,000.00","$2,006,000.00","$2,544,000.00",$0.00,"$661,000,000.00",$0.00
345,Hampton University,113980,"$7,607.00",2022,USA,"$1,448,000.00","$832,000.00","$1,557,000.00","$4,035,000.00","$3,402,000.00",$0.00,$0.00,$0.00,"$188,000.00",$0.00,$0.00,$0.00
485,California State Polytechnic University,113717,"$3,689.00",2022,USA,$0.00,$0.00,"$23,000.00",$0.00,"$337,000.00","$1,256,000.00","$805,000.00","$846,000.00","$1,441,000.00","$204,000,000.00","$11,000,000.00",$0.00
13727,Macalester College,219205,,2022,USA,$0.00,$0.00,"$75,000.00","$29,000.00","$799,000.00","$16,000.00","$24,000.00","$51,000.00","$459,000.00",$0.00,"$238,000,000.00",$0.00
11734,Johns Hopkins University,212221,"$2,075,448,000.00",2023,USA,"$1,628,821,000.00","$11,671,000.00","$919,852,000.00","$515,047,000.00","$40,834,000.00","$3,553,000.00","$204,773,000.00","$10,271,000.00","$164,758,000.00","$126,685,000,000.00","$168,401,000,000.00","$6,919,000,000.00"
11587,Emory University,218367,"$532,270,000.00",2023,USA,"$11,443,000.00","$2,346,000.00","$630,229,000.00","$937,000.00","$12,370,000.00","$466,000.00","$6,579,000.00","$244,000.00","$279,302,000.00","$64,772,000,000.00","$81,897,000,000.00","$3,743,000,000.00"
12088,Oklahoma State University,195383,"$49,047,000.00",2023,USA,"$7,661,000.00","$6,090,000.00","$11,340,000.00","$3,823,000.00","$14,273,000.00","$14,775,000.00","$6,136,000.00","$24,323,000.00","$124,314,000.00","$12,528,000,000.00","$773,000,000.00","$462,000,000.00"
12190,East Tennessee State University,113951,"$8,277,000.00",2023,USA,"$124,000.00",$0.00,"$8,632,000.00","$12,000.00","$601,000.00","$113,000.00","$1,294,000.00","$2,889,000.00","$24,910,000.00","$130,000,000.00","$3,601,000,000.00","$29,000,000.00"
11420,Arkansas State University,213067,"$690,000.00",2023,USA,$0.00,"$130,000.00","$643,000.00","$15,000.00","$931,000.00","$881,000.00","$483,000.00","$3,419,000.00","$561,000.00","$260,000,000.00",$0.00,$0.00
11976,City University of New York,196138,"$861,000.00",2023,USA,$0.00,$0.00,$0.00,$0.00,"$2,901,000.00",$0.00,$0.00,"$413,000.00","$730,000.00","$18,000,000.00","$234,000,000.00",$0.00
13932,University of Wisconsinâ€“Oshkosh,218239,,2023,USA,$0.00,$0.00,"$538,000.00",$0.00,"$533,000.00",$0.00,"$178,000.00","$136,000.00","$545,000.00","$157,000,000.00",$0.00,$0.00
13975,Fairfield University,219184,,2023,USA,"$15,000.00",$0.00,$0.00,"$20,000.00","$145,000.00",$0.00,$0.00,$0.00,"$751,000.00",$0.00,"$553,000,000.00",$0.00
10084,New York State Unified Court System,122424,"$632,000.00",2021,USA,,,,,,,,,,,,
9080,John Jay College of Criminal Justice,114002,"$3,223,000.00",2021,USA,,,,,,,,,,,,
12129,Juniata College,114003,"$122,000.00",2023,USA,,,,,,,,,,,,
8856,Xavier University of Louisiana,197031,"$11,447,000.00",2021,USA,"$503,000.00","$21,000.00","$9,353,000.00","$490,000.00","$841,000.00",$0.00,"$5,000.00","$709,000.00","$702,000.00",$0.00,"$175,000,000.00",$0.00
10118,North Carolina State University,219816,"$452,000.00",2021,USA,"$33,180,000.00","$36,753,000.00","$42,874,000.00","$2,234,000.00","$55,951,000.00","$42,046,000.00","$26,077,000.00","$127,290,000.00","$126,142,000.00","$49,478,000,000.00","$4,806,000,000.00","$287,000,000.00"
10170,Oklahoma State University,195383,"$196,000.00",2021,USA,"$4,199,000.00","$7,152,000.00","$9,313,000.00","$1,729,000.00","$9,134,000.00","$10,229,000.00","$5,672,000.00","$21,258,000.00","$117,732,000.00","$9,786,000,000.00","$2,322,000,000.00","$273,000,000.00"
8876,"University of Maryland, Baltimore County",218156,"$29,657,000.00",2021,USA,"$3,678,000.00","$1,182,000.00","$15,208,000.00","$25,359,000.00","$11,141,000.00","$461,000.00","$2,853,000.00","$7,220,000.00","$12,334,000.00","$1,860,000,000.00","$1,979,000,000.00","$1,143,000,000.00"
8938,Michigan Technological University,217428,"$29,218,000.00",2021,USA,"$17,082,000.00","$5,838,000.00","$2,305,000.00","$4,344,000.00","$6,820,000.00","$1,291,000.00","$3,825,000.00","$576,000.00","$30,768,000.00","$7,078,000,000.00","$422,000,000.00","$1,366,000,000.00"
9460,Northwest Indian College,122590,"$1,990,000.00",2021,USA,$0.00,"$1,000.00","$1,096,000.00","$461,000.00","$813,000.00","$235,000.00","$15,000.00",$0.00,"$32,000.00",$0.00,"$153,000,000.00",$0.00
13533,Suffolk University,114147,,2021,USA,$0.00,$0.00,"$438,000.00","$66,000.00","$130,000.00",$0.00,$0.00,$0.00,"$1,261,000.00",$0.00,"$148,000,000.00",$0.00
14160,Hult International Business School,146859,,2021,USA,,,,,,,,"$21,000.00","$300,000.00","$33,000,000.00","$94,000,000.00","$39,000,000.00"
10186,Portland State University,218267,"$496,000.00",2021,USA,"$2,333,000.00","$1,288,000.00","$11,037,000.00","$1,024,000.00","$6,865,000.00","$992,000.00","$6,303,000.00","$44,000.00","$361,000.00",$0.00,"$223,000,000.00",$0.00
14275,Centre College,221916,,2021,USA,,,,,,,,$0.00,"$109,000.00",$0.00,"$20,000,000.00",$0.00
220,Medical University of South Carolina,218809,"$132,078.00",2022,USA,"$1,162,000.00",$0.00,"$154,901,000.00",$0.00,"$409,000.00",$0.00,"$6,923,000.00","$4,565,000.00","$76,566,000.00","$20,932,000,000.00","$9,097,000,000.00","$9,998,000,000.00"
621,Florida Institute of Technology,197535,"$4,209.00",2022,USA,"$3,709,000.00","$349,000.00","$773,000.00","$1,597,000.00","$1,260,000.00","$333,000.00","$2,949,000.00","$1,170,000.00","$4,740,000.00","$465,000,000.00","$361,000,000.00",$0.00
277,Sam Houston State University,219005,$582.00,2022,USA,"$137,000.00",$0.00,"$913,000.00",$0.00,"$850,000.00","$658,000.00","$2,378,000.00","$132,000.00","$6,444,000.00","$1,000,000.00","$382,000,000.00","$114,000,000.00"
366,Central Washington University,217955,"$6,359.00",2022,USA,"$381,000.00",$0.00,"$8,000.00","$564,000.00","$1,067,000.00","$1,000.00","$408,000.00","$266,000.00","$350,000.00","$55,000,000.00","$42,000,000.00","$34,000,000.00"
716,Indiana State University,209736,$590.00,2022,USA,$0.00,"$104,000.00","$170,000.00","$38,000.00","$143,000.00",$0.00,"$439,000.00","$128,000.00","$210,000.00","$84,000,000.00","$26,000,000.00","$12,000,000.00"
11491,Stanford University,218941,"$816,410,000.00",2023,USA,"$87,775,000.00","$31,180,000.00","$712,159,000.00","$22,178,000.00","$79,757,000.00","$1,014,000.00","$9,606,000.00","$31,872,000.00","$189,108,000.00","$144,300,000,000.00","$219,578,000,000.00","$9,319,000,000.00"
11668,Purdue University West Lafayette,212244,"$277,977,000.00",2023,USA,"$86,728,000.00","$35,887,000.00","$83,845,000.00","$15,323,000.00","$84,597,000.00","$33,628,000.00","$45,730,000.00","$42,119,000.00","$267,313,000.00","$78,298,000,000.00","$31,453,000,000.00","$39,649,000,000.00"
11473,Naval Postgraduate School,224565,"$59,474,000.00",2023,USA,"$56,875,000.00","$1,357,000.00",$0.00,"$1,483,000.00","$2,092,000.00",$0.00,"$908,000.00",$0.00,"$13,261,000.00","$654,000,000.00","$67,000,000.00","$667,000,000.00"
11749,University of Maryland Eastern Shore,218550,"$8,840,000.00",2023,USA,"$882,000.00","$135,000.00","$427,000.00","$15,000.00","$287,000.00","$5,377,000.00","$3,078,000.00","$237,000.00","$266,000.00",$0.00,"$24,000,000.00","$2,000,000.00"
12237,Texas A&M University â€“ Commerce,203950,"$929,000.00",2023,USA,"$24,000.00","$152,000.00",$0.00,"$28,000.00","$849,000.00","$231,000.00","$652,000.00","$809,000.00","$3,726,000.00","$3,000,000.00","$494,000,000.00","$61,000,000.00"
11403,Alabama State University,113864,"$98,580,000.00",2023,USA,"$14,000.00",$0.00,"$1,104,000.00","$354,000.00","$1,376,000.00",$0.00,$0.00,$0.00,$0.00,"$296,000,000.00","$85,000,000.00",$0.00
13933,Erikson Institute,127291,,2023,USA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,245,000.00",$0.00,"$178,000.00",$0.00,"$991,000,000.00",$0.00
11741,St. Mary's College of Maryland,122334,"$553,000.00",2023,USA,"$13,000.00",$0.00,$0.00,$0.00,"$101,000.00",$0.00,"$38,000.00","$31,000.00",$0.00,$0.00,"$22,000,000.00",$0.00
12130,La Salle University,225340,"$87,000.00",2023,USA,,,,,,,,,,,,
10267,South Dakota State University,217583,"$150,000.00",2021,USA,"$1,039,000.00","$628,000.00","$3,845,000.00","$626,000.00","$2,142,000.00","$7,540,000.00","$2,787,000.00","$15,713,000.00","$3,929,000.00","$1,304,000,000.00","$2,820,000,000.00","$9,169,000,000.00"
8987,Saint Louis University,226705,"$2,982,000.00",2021,USA,"$71,000.00",$0.00,"$3,616,000.00","$71,000.00","$1,193,000.00","$104,000.00","$757,000.00","$5,000.00","$5,549,000.00","$96,000,000.00","$2,804,000,000.00","$366,000,000.00"
9254,Duquesne University,217670,"$2,575,000.00",2021,USA,"$1,016,000.00",$0.00,"$2,398,000.00",$0.00,"$511,000.00",$0.00,"$1,095,000.00","$1,138,000.00","$2,788,000.00","$146,000,000.00","$1,429,000,000.00",$0.00
8642,San Diego State University,218463,"$3,696,000.00",2021,USA,"$814,000.00",$0.00,"$100,000.00",$0.00,"$1,393,000.00",$0.00,"$247,000.00","$26,000.00","$4,203,000.00",$0.00,"$414,000,000.00","$383,000,000.00"
11977,Pratt Institute,220072,"$750,000.00",2023,USA,$0.00,$0.00,$0.00,$0.00,"$50,000.00",$0.00,$0.00,"$878,000.00",$0.00,$0.00,"$630,000,000.00",$0.00
9286,West Chester University,198500,"$1,218,000.00",2021,USA,"$199,000.00",$0.00,"$106,000.00","$24,000.00","$274,000.00",$0.00,"$5,000.00","$66,000.00","$3,540,000.00","$27,000,000.00","$119,000,000.00","$73,000,000.00"
10224,Temple University,218437,"$520,000.00",2021,USA,"$6,587,000.00","$3,864,000.00","$123,600,000.00","$845,000.00","$10,764,000.00","$1,463,000.00","$6,193,000.00","$8,876,000.00","$90,467,000.00","$22,560,000,000.00","$18,260,000,000.00","$6,299,000,000.00"
10248,Clemson University,217599,"$893,000.00",2021,USA,"$8,213,000.00","$7,012,000.00","$15,079,000.00","$1,798,000.00","$17,932,000.00","$6,387,000.00","$33,462,000.00","$25,748,000.00","$98,955,000.00","$16,178,000,000.00","$6,562,000,000.00","$159,000,000.00"
