oid,name,eid,amount,year,country,herddod,herddoe,herdhhs,herdnasa,herdnsf,herdusda,herdfedother,herdstate,herdinst,herdbusi,herdnonprof,herdallother
235,South Dakota School of Mines and Technology,208623,"$7,384.00",2022,USA,"$3,369,000.00","$1,845,000.00","$362,000.00","$966,000.00","$7,732,000.00","$288,000.00","$538,000.00","$1,467,000.00","$2,488,000.00","$741,000,000.00","$55,000,000.00","$210,000,000.00"
282,Tarleton State University,218793,"$1,198.00",2022,USA,$0.00,$0.00,$0.00,$0.00,"$387,000.00","$4,523,000.00","$145,000.00","$3,927,000.00","$10,533,000.00","$257,000,000.00","$284,000,000.00",$0.00
290,Texas Christian University,219332,"$3,008.00",2022,USA,"$137,000.00","$258,000.00","$4,579,000.00","$39,000.00","$436,000.00",$0.00,"$221,000.00","$302,000.00","$9,201,000.00","$2,028,000,000.00","$1,096,000,000.00","$56,000,000.00"
244,Meharry Medical College,200082,"$10,671.00",2022,USA,"$191,000.00",$0.00,"$14,611,000.00",$0.00,"$186,000.00",$0.00,"$60,000.00",$0.00,"$648,000.00","$25,000,000.00","$2,239,000,000.00",$0.00
272,Lamar University,114017,"$1,722.00",2022,USA,"$8,000.00","$46,000.00","$169,000.00",$0.00,"$246,000.00","$17,000.00","$694,000.00","$3,639,000.00","$220,000.00","$167,000,000.00","$98,000,000.00",$0.00
287,Texas A&M University â€“ Commerce,203950,"$2,061.00",2022,USA,$0.00,"$122,000.00",$0.00,"$56,000.00","$754,000.00","$430,000.00","$414,000.00","$222,000.00","$2,783,000.00","$4,000,000.00","$153,000,000.00","$17,000,000.00"
241,Fisk University,113963,"$1,544.00",2022,USA,"$533,000.00","$19,000.00","$329,000.00","$50,000.00","$2,199,000.00",$0.00,"$356,000.00","$93,000.00","$10,000.00",$0.00,"$411,000,000.00",$0.00
232,Oglala Lakota College,122764,$301.00,2022,USA,,,,,,,,,,,,
300,Trinity University,226772,"$1,836.00",2022,USA,$0.00,$0.00,"$770,000.00","$30,000.00","$513,000.00","$16,000.00","$16,000.00","$5,000.00","$1,117,000.00",$0.00,"$1,149,000,000.00","$41,000,000.00"
281,Stephen F. Austin State University,207284,$582.00,2022,USA,$0.00,$0.00,"$19,000.00",$0.00,"$235,000.00","$506,000.00","$119,000.00","$1,326,000.00","$511,000.00","$22,000,000.00","$267,000,000.00","$179,000,000.00"
303,University of Houston - Clear Lake,114549,$616.00,2022,USA,$0.00,$0.00,"$111,000.00","$30,000.00","$94,000.00",$0.00,"$606,000.00","$408,000.00","$91,000.00","$399,000,000.00","$61,000,000.00",$0.00
304,University of Houston - Downtown,114743,$239.00,2022,USA,"$37,000.00",$0.00,"$98,000.00",$0.00,"$139,000.00",$0.00,"$629,000.00","$57,000.00","$238,000.00",$0.00,"$287,000,000.00",$0.00
12193,Meharry Medical College,200082,"$16,536,000.00",2023,USA,"$159,000.00","$396,000.00","$17,321,000.00",$0.00,"$508,000.00","$14,000.00",$0.00,$0.00,"$603,000.00","$64,000,000.00","$2,937,000,000.00",$0.00
247,Oak Ridge Associated Universities,220601,"$54,884.00",2022,USA,,,,,,,,,,,,
249,Rhodes College,222094,$245.00,2022,USA,,,,,,,,,,,,
248,University of Tennessee at Knoxville,219102,$240.00,2022,USA,,,,,,,,,,,,
253,University of Memphis,220060,"$11,364.00",2022,USA,,,,,,,,,,,,
252,University of Tennessee System,203369,"$29,240.00",2022,USA,,,,,,,,,,,,
255,University of Tennessee Health Science Center,114203,"$58,369.00",2022,USA,,,,,,,,,,,,
254,University of Tennessee at Chattanooga,197358,"$3,016.00",2022,USA,,,,,,,,,,,,
256,University of Tennessee at Knoxville,219102,"$7,138.00",2022,USA,,,,,,,,,,,,
258,Vanderbilt University,113712,"$532,130.00",2022,USA,,,,,,,,,,,,
257,University of Tennessee at Knoxville,219102,"$77,283.00",2022,USA,,,,,,,,,,,,
260,Angelo State University,218564,$375.00,2022,USA,,,,,,,,,,,,
264,Baylor College of Medicine,219310,"$401,169.00",2022,USA,,,,,,,,,,,,
269,Galveston College,121593,$238.00,2022,USA,,,,,,,,,,,,
270,Hardinâ€“Simmons University,113981,$301.00,2022,USA,,,,,,,,,,,,
271,Houston Baptist University,113991,$230.00,2022,USA,,,,,,,,,,,,
274,Our Lady of the Lake University,114088,$460.00,2022,USA,,,,,,,,,,,,
278,Southwestern University,138450,$375.00,2022,USA,,,,,,,,,,,,
284,Texas A&M Engineering Experiment Station,210420,"$300,614.00",2022,USA,,,,,,,,,,,,
285,Texas A&M University â€“ San Antonio,218457,"$1,884.00",2022,USA,,,,,,,,,,,,
286,Texas A&M University System,114152,"$19,962.00",2022,USA,,,,,,,,,,,,
295,Texas Tech University System,126058,"$9,852.00",2022,USA,,,,,,,,,,,,
302,University of Houston System,113739,"$20,115.00",2022,USA,,,,,,,,,,,,
306,University of the Incarnate Word,114224,"$1,372.00",2022,USA,,,,,,,,,,,,
11763,Consortium of Universities for the Advancement of Hydrologic Science,201309,"$3,507,000.00",2023,USA,,,,,,,,,,,,
8736,Georgia Southern University,206364,"$164,000.00",2021,USA,"$159,000.00","$72,000.00","$909,000.00","$25,000.00","$1,105,000.00","$22,000.00","$1,081,000.00","$259,000.00","$29,635,000.00","$3,482,000,000.00","$452,000,000.00",$0.00
9382,Texas Southern University,199426,"$3,230,000.00",2021,USA,$0.00,$0.00,"$2,512,000.00",$0.00,"$1,415,000.00",$0.00,"$1,635,000.00","$760,000.00","$2,692,000.00",$0.00,"$114,000,000.00",$0.00
8598,Keck Graduate Institute,219221,"$2,873,000.00",2021,USA,"$83,000.00","$3,000.00","$1,038,000.00","$8,000.00","$40,000.00","$3,000.00","$26,000.00",$0.00,"$697,000.00","$144,000,000.00","$35,000,000.00","$177,000,000.00"
14230,Palo Alto University,114089,,2021,USA,,,,,,,,$0.00,"$108,000.00","$2,000,000.00","$31,000,000.00","$80,000,000.00"
360,Virginia Tech,218178,"$168,864.00",2022,USA,"$56,414,000.00","$21,423,000.00","$48,876,000.00","$5,171,000.00","$51,087,000.00","$22,949,000.00","$34,385,000.00","$75,010,000.00","$225,690,000.00","$37,005,000,000.00","$6,972,000,000.00","$6,879,000,000.00"
379,Washington State University,218124,"$873,274.00",2022,USA,"$8,251,000.00","$22,296,000.00","$62,684,000.00","$1,454,000.00","$16,555,000.00","$52,115,000.00","$24,225,000.00","$54,610,000.00","$103,067,000.00","$9,099,000,000.00","$13,119,000,000.00","$921,000,000.00"
344,George Mason University,219331,"$58,333.00",2022,USA,"$59,544,000.00","$1,151,000.00","$17,418,000.00","$8,244,000.00","$15,240,000.00","$252,000.00","$17,557,000.00","$5,816,000.00","$55,812,000.00","$6,969,000,000.00","$35,685,000,000.00","$6,380,000,000.00"
330,Utah State University,218031,"$78,754.00",2022,USA,"$131,862,000.00","$4,455,000.00","$11,276,000.00","$40,850,000.00","$15,007,000.00","$10,736,000.00","$66,680,000.00","$22,243,000.00","$28,019,000.00","$6,871,000,000.00","$578,000,000.00","$6,274,000,000.00"
365,William & Mary,195824,"$17,685.00",2022,USA,"$2,376,000.00","$2,419,000.00","$1,420,000.00","$222,000.00","$7,968,000.00","$201,000.00","$19,124,000.00","$4,124,000.00","$30,035,000.00","$966,000,000.00","$4,212,000,000.00","$2,886,000,000.00"
612,Howard University,196852,"$32,312.00",2022,USA,"$2,972,000.00","$256,000.00","$26,170,000.00","$251,000.00","$6,299,000.00",$0.00,"$1,383,000.00","$1,197,000.00","$23,130,000.00","$2,908,000,000.00","$1,816,000,000.00","$1,212,000,000.00"
353,Old Dominion University,218986,"$16,376.00",2022,USA,"$6,838,000.00","$4,956,000.00","$3,973,000.00","$1,319,000.00","$5,967,000.00","$125,000.00","$4,626,000.00","$12,866,000.00","$19,957,000.00","$820,000,000.00","$2,515,000,000.00","$915,000,000.00"
343,Eastern Virginia Medical School,220431,"$12,529.00",2022,USA,"$279,000.00",$0.00,"$9,022,000.00","$827,000.00","$16,000.00",$0.00,"$7,472,000.00","$1,186,000.00","$2,603,000.00","$148,000,000.00","$612,000,000.00",$0.00
347,James Madison University,217508,"$3,991.00",2022,USA,"$56,000.00","$12,000.00","$650,000.00","$89,000.00","$1,960,000.00","$17,000.00","$100,000.00","$798,000.00","$12,602,000.00","$218,000,000.00","$518,000,000.00","$1,000,000.00"
324,West Texas A&M University,199699,$572.00,2022,USA,"$96,000.00","$739,000.00",$0.00,$0.00,"$676,000.00","$268,000.00","$344,000.00","$4,302,000.00","$1,972,000.00","$966,000,000.00","$29,000,000.00","$46,000,000.00"
371,Northwest Indian College,122590,"$1,796.00",2022,USA,$0.00,$0.00,"$849,000.00","$227,000.00","$881,000.00","$120,000.00","$2,221,000.00",$0.00,"$1,334,000.00",$0.00,$0.00,$0.00
339,University of Vermont,218653,"$91,518.00",2022,USA,"$4,170,000.00","$600,000.00","$79,120,000.00","$1,497,000.00","$10,399,000.00","$16,786,000.00","$4,591,000.00",,,,,
352,Norfolk State University,114071,"$2,003.00",2022,USA,"$809,000.00","$57,000.00","$85,000.00",$0.00,"$2,413,000.00",$0.00,"$34,000.00","$89,000.00",$0.00,$0.00,"$106,000,000.00",$0.00
356,University of Richmond,217331,$870.00,2022,USA,$0.00,"$81,000.00","$137,000.00","$365,000.00","$843,000.00","$185,000.00","$13,000.00",$0.00,"$529,000.00",$0.00,"$476,000,000.00","$41,000,000.00"
331,Utah Valley University,218167,$941.00,2022,USA,$0.00,$0.00,"$95,000.00","$41,000.00","$1,075,000.00","$39,000.00","$30,000.00","$490,000.00","$59,000.00",$0.00,"$66,000,000.00",$0.00
308,The University of Texas Health Science Center at Houston,205091,"$121,693.00",2022,USA,,,,,,,,,,,,
309,The University of Texas Health Science Center at San Antonio,224687,"$103,071.00",2022,USA,,,,,,,,,,,,
310,The University of Texas Health Science Center at Tyler,114205,"$7,327.00",2022,USA,,,,,,,,,,,,
311,The University of Texas MD Anderson Cancer Center,217476,"$203,859.00",2022,USA,,,,,,,,,,,,
375,Seattle University,220862,"$1,190.00",2022,USA,$0.00,$0.00,"$186,000.00",$0.00,"$934,000.00","$23,000.00",$0.00,"$52,000.00","$471,000.00","$3,000,000.00","$225,000,000.00",$0.00
313,The University of Texas Southwestern Medical Center,209691,"$256,224.00",2022,USA,,,,,,,,,,,,
316,Texas Tech University System,126058,"$10,437.00",2022,USA,,,,,,,,,,,,
317,The University of Texas at Arlington,114206,"$33,857.00",2022,USA,,,,,,,,,,,,
318,The University of Texas at Austin,219642,"$309,332.00",2022,USA,,,,,,,,,,,,
319,The University of Texas at Dallas,199276,"$50,971.00",2022,USA,,,,,,,,,,,,
320,The University of Texas at El Paso,199921,"$37,916.00",2022,USA,,,,,,,,,,,,
321,The University of Texas at San Antonio,195889,"$39,700.00",2022,USA,,,,,,,,,,,,
322,The University of Texas at Tyler,198859,"$1,481.00",2022,USA,,,,,,,,,,,,
350,Marymount University,217579,$603.00,2022,USA,$0.00,$0.00,"$17,000.00",$0.00,"$161,000.00",$0.00,$0.00,"$31,000.00","$965,000.00","$66,000,000.00","$58,000,000.00",$0.00
328,Southern Utah University,114139,$245.00,2022,USA,,,,,,,,,,,,
329,Southern Utah University,114139,"$347,683.00",2022,USA,,,,,,,,,,,,
332,Weber State University,218293,$299.00,2022,USA,,,,,,,,,,,,
333,Salt Lake Community College,121725,$276.00,2022,USA,,,,,,,,,,,,
336,Norwich University,199547,$216.00,2022,USA,,,,,,,,,,,,
338,Vermont Law and Graduate School,211008,"$2,500.00",2022,USA,,,,,,,,,,,,
340,American Indian Higher Education Consortium,122289,$603.00,2022,USA,,,,,,,,,,,,
348,Liberty University,217785,$272.00,2022,USA,,,,,,,,,,,,
349,Longwood University,217732,$214.00,2022,USA,,,,,,,,,,,,
351,National Center for Science and Engineering Statistics,202136,"$3,254.00",2022,USA,,,,,,,,,,,,
355,Randolphâ€“Macon College,114097,$436.00,2022,USA,,,,,,,,,,,,
359,Virginia Community College System,131045,"$1,532.00",2022,USA,,,,,,,,,,,,
364,Washington and Lee University,201673,$260.00,2022,USA,,,,,,,,,,,,
369,Gonzaga University,220730,$258.00,2022,USA,,,,,,,,,,,,
372,Highline College,120863,$547.00,2022,USA,,,,,,,,,,,,
373,Seattle Colleges,163127,"$1,103.00",2022,USA,,,,,,,,,,,,
374,Seattle Pacific University,114113,$544.00,2022,USA,,,,,,,,,,,,
376,Skagit Valley College,153551,$276.00,2022,USA,,,,,,,,,,,,
8613,Peralta Community College District,123139,"$367,000.00",2021,USA,,,,,,,,,,,,
11767,Curry College,119025,"$360,000.00",2023,USA,,,,,,,,,,,,
468,Arizona Christian University,157814,"$340,488.00",2022,USA,"$34,437,000.00","$10,616,000.00","$187,114,000.00","$60,760,000.00","$51,132,000.00","$15,395,000.00","$15,482,000.00","$30,993,000.00","$254,878,000.00","$27,911,000,000.00","$28,814,000,000.00","$106,808,000,000.00"
462,Arizona State University,218076,"$205,750.00",2022,USA,"$43,855,000.00","$22,087,000.00","$79,143,000.00","$49,398,000.00","$77,812,000.00","$3,195,000.00","$33,604,000.00","$98,817,000.00","$282,983,000.00","$21,980,000,000.00","$62,833,000,000.00","$21,517,000,000.00"
444,Auburn University,217835,"$68,196.00",2022,USA,"$21,851,000.00","$6,337,000.00","$16,606,000.00","$6,286,000.00","$13,750,000.00","$20,881,000.00","$19,172,000.00","$33,555,000.00","$143,876,000.00","$8,338,000,000.00","$1,912,000,000.00","$11,875,000,000.00"
465,Northern Arizona University,219159,"$43,985.00",2022,USA,"$7,687,000.00","$2,146,000.00","$12,399,000.00","$4,351,000.00","$9,016,000.00","$4,501,000.00","$3,353,000.00","$7,055,000.00","$14,501,000.00","$813,000,000.00","$768,000,000.00","$139,000,000.00"
394,West Virginia University,218869,"$33,075.00",2022,USA,"$4,464,000.00","$13,893,000.00","$43,922,000.00","$4,085,000.00","$12,121,000.00","$10,093,000.00","$8,749,000.00","$9,769,000.00","$79,689,000.00","$5,016,000,000.00","$3,862,000,000.00","$18,418,000,000.00"
475,University of Arkansas for Medical Sciences,219254,"$61,640.00",2022,USA,"$2,650,000.00","$71,000.00","$89,958,000.00","$145,000.00","$332,000.00","$581,000.00","$1,343,000.00","$15,287,000.00","$71,431,000.00","$11,022,000,000.00","$6,253,000,000.00","$6,420,000,000.00"
457,University of Alaska Fairbanks,215458,"$84,940.00",2022,USA,"$44,132,000.00","$10,597,000.00","$7,917,000.00","$22,954,000.00","$44,315,000.00","$2,654,000.00","$22,173,000.00","$1,508,000.00","$39,501,000.00","$3,346,000,000.00","$1,433,000,000.00","$1,986,000,000.00"
13515,University of Illinois at Springfield,218365,,2021,USA,$0.00,$0.00,"$147,000.00","$15,000.00","$15,000.00","$1,000.00","$893,000.00","$670,000.00","$839,000.00",$0.00,"$32,000,000.00",$0.00
414,University of Wisconsin–Milwaukee,204533,"$12,760.00",2022,USA,"$513,000.00","$2,009,000.00","$9,430,000.00","$265,000.00","$9,215,000.00","$358,000.00","$2,246,000.00","$16,504,000.00","$12,368,000.00","$1,535,000,000.00","$935,000,000.00","$1,444,000,000.00"
452,University of South Alabama,221770,"$23,307.00",2022,USA,"$1,933,000.00","$1,036,000.00","$12,440,000.00","$221,000.00","$4,213,000.00","$741,000.00","$3,178,000.00","$998,000.00","$15,313,000.00","$1,232,000,000.00","$1,383,000,000.00","$803,000,000.00"
13620,United States Air Force Academy,114163,,2022,USA,"$35,311,000.00","$450,000.00",$0.00,"$37,000.00","$28,000.00",$0.00,$0.00,$0.00,$0.00,"$680,000,000.00",$0.00,$0.00
8935,Lawrence Technological University,114019,"$185,000.00",2021,USA,"$66,000.00",$0.00,$0.00,$0.00,"$93,000.00",$0.00,"$125,000.00","$701,000.00","$2,000.00","$434,000,000.00","$343,000,000.00",$0.00
447,Tuskegee University,197155,"$14,298.00",2022,USA,"$2,188,000.00",$0.00,"$3,203,000.00","$80,000.00","$3,313,000.00","$4,193,000.00","$1,934,000.00","$3,206,000.00","$1,128,000.00",$0.00,$0.00,"$2,696,000,000.00"
458,University of Alaska Anchorage,196724,"$7,514.00",2022,USA,"$1,468,000.00","$112,000.00","$4,253,000.00","$351,000.00","$3,018,000.00","$127,000.00","$5,920,000.00","$1,227,000.00","$3,392,000.00","$282,000,000.00","$493,000,000.00","$381,000,000.00"
441,Stillman College,122415,$342.00,2022,USA,,,,,,,,,,,,
443,Oakwood University,115486,$386.00,2022,USA,,,,,,,,,,,,
445,Jacksonville State University,113999,$415.00,2022,USA,,,,,,,,,,,,
1,Alabama Agricultural and Mechanical University,220267,"$10,916.00",2022,USA,"$1,408,000.00","$564,000.00","$4,916,000.00","$134,000.00","$1,098,000.00","$352,000.00","$749,000.00","$4,000.00",$0.00,"$386,000,000.00",$0.00,$0.00
449,University of Alabama at Birmingham,217662,"$344,047.00",2022,USA,,,,,,,,,,,,
450,University of Alabama in Huntsville,218288,"$26,135.00",2022,USA,,,,,,,,,,,,
471,Arkansas State University,213067,"$1,054.00",2022,USA,$0.00,"$113,000.00","$590,000.00","$9,000.00","$1,632,000.00","$863,000.00","$725,000.00","$3,325,000.00","$658,000.00","$271,000,000.00","$28,000,000.00",$0.00
488,"California State University, Bakersfield",217943,$757.00,2022,USA,$0.00,$0.00,$0.00,$0.00,"$661,000.00","$118,000.00","$1,886,000.00","$259,000.00","$1,878,000.00",$0.00,"$13,000,000.00",$0.00
456,University of Alaska System,204904,"$6,536.00",2022,USA,,,,,,,,,,,,
461,Arizona's Public Universities,198196,$527.00,2022,USA,,,,,,,,,,,,
463,Maricopa County Community College District,114655,$732.00,2022,USA,,,,,,,,,,,,
464,Maricopa Community Colleges - Glendale Community College,158650,"$1,305.00",2022,USA,,,,,,,,,,,,
466,Pima Community College,215918,$245.00,2022,USA,,,,,,,,,,,,
467,Tohono O'odham Community College,158129,$298.00,2022,USA,,,,,,,,,,,,
417,University of Wisconsinâ€“Stevens Point,114219,$375.00,2022,USA,"$1,000.00","$2,000.00",$0.00,$0.00,"$92,000.00","$251,000.00","$889,000.00","$1,074,000.00","$829,000.00","$1,000,000.00","$314,000,000.00","$287,000,000.00"
442,Alabama State University,113864,"$2,457.00",2022,USA,"$340,000.00",$0.00,"$971,000.00","$213,000.00","$1,349,000.00",$0.00,"$57,000.00",$0.00,$0.00,"$216,000,000.00","$1,000,000.00","$31,000,000.00"
473,Southeast Arkansas College,153580,$279.00,2022,USA,,,,,,,,,,,,
460,DinÃ© College,120782,"$1,110.00",2022,USA,$0.00,$0.00,"$980,000.00",$0.00,"$614,000.00","$329,000.00","$168,000.00",$0.00,$0.00,$0.00,$0.00,$0.00
383,Whatcom Community College,122443,$632.00,2022,USA,,,,,,,,,,,,
385,Whitworth University,220893,$310.00,2022,USA,,,,,,,,,,,,
415,University of Wisconsinâ€“Oshkosh,218239,"$2,439.00",2022,USA,$0.00,$0.00,"$811,000.00",$0.00,"$265,000.00",$0.00,"$260,000.00","$72,000.00","$546,000.00","$36,000,000.00",$0.00,$0.00
411,University of Wisconsinâ€“Eau Claire,114216,$506.00,2022,USA,$0.00,"$51,000.00","$298,000.00",$0.00,"$330,000.00",$0.00,"$2,000.00","$396,000.00","$278,000.00","$243,000,000.00","$24,000,000.00","$6,000,000.00"
389,Fairmont State University,121336,"$1,049.00",2022,USA,,,,,,,,,,,,
454,Alaska Pacific University,197395,"$1,196.00",2022,USA,$0.00,$0.00,$0.00,"$48,000.00","$326,000.00","$20,000.00","$187,000.00",$0.00,$0.00,"$1,015,000,000.00",$0.00,"$11,000,000.00"
14233,Bradley University,221692,,2021,USA,,,,,,,,"$37,000.00","$97,000.00","$181,000,000.00",$0.00,$0.00
392,University of Charleston,115818,$428.00,2022,USA,$0.00,$0.00,"$217,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
459,University of Alaska Southeast,195878,"$3,570.00",2022,USA,$0.00,"$7,000.00","$71,000.00","$25,000.00","$651,000.00","$32,000.00","$606,000.00","$28,000.00","$43,000.00","$24,000,000.00","$64,000,000.00","$19,000,000.00"
396,Wheeling Jesuit University,114236,$270.00,2022,USA,,,,,,,,,,,,
398,Carthage College,120648,$735.00,2022,USA,,,,,,,,,,,,
402,Lawrence University,114020,$431.00,2022,USA,,,,,,,,,,,,
403,Madison Area Technical College,121153,"$1,578.00",2022,USA,,,,,,,,,,,,
410,University of Wisconsin System,113543,"$148,259.00",2022,USA,,,,,,,,,,,,
479,Arkansas State University System,167388,"$17,970.00",2022,USA,,,,,,,,,,,,
8750,University of Hawaii at Hilo,114174,"$694,000.00",2021,USA,"$253,000.00","$72,000.00","$894,000.00","$25,000.00","$1,731,000.00","$424,000.00","$2,111,000.00","$53,000.00","$1,260,000.00","$166,000,000.00","$421,000,000.00","$1,000,000.00"
476,University of Arkansas at Little Rock,222147,"$2,090.00",2022,USA,"$2,761,000.00","$157,000.00","$727,000.00","$1,336,000.00","$936,000.00","$143,000.00","$615,000.00","$220,000.00","$80,000.00","$170,000,000.00","$157,000,000.00","$228,000,000.00"
9301,Claflin University,221956,"$629,000.00",2021,USA,"$342,000.00","$141,000.00","$234,000.00",$0.00,"$288,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000,000.00",$0.00
14235,Ramapo College,222104,,2021,USA,,,,,,,,$0.00,"$35,000.00",$0.00,$0.00,$0.00
549,Stanford University,218941,"$778,508.00",2022,USA,"$75,608,000.00","$32,543,000.00","$643,308,000.00","$19,608,000.00","$79,477,000.00","$765,000.00","$8,816,000.00","$20,064,000.00","$169,346,000.00","$138,118,000,000.00","$189,536,000,000.00","$7,366,000,000.00"
545,Scripps Research Institute,208112,"$275,052.00",2022,USA,"$2,784,000.00","$124,000.00","$234,754,000.00","$806,000.00","$3,172,000.00",$0.00,"$495,000.00","$1,424,000.00","$164,488,000.00","$35,318,000,000.00","$49,274,000,000.00",$0.00
484,California Institute of Technology,222900,"$251,220.00",2022,USA,"$28,973,000.00","$23,564,000.00","$89,631,000.00","$83,886,000.00","$94,888,000.00",$0.00,"$5,459,000.00","$5,009,000.00","$54,587,000.00","$17,200,000,000.00","$52,970,000,000.00","$21,975,000,000.00"
498,"California State University, Northridge",218928,"$16,543.00",2022,USA,"$1,302,000.00","$246,000.00","$7,395,000.00","$1,229,000.00","$4,631,000.00","$31,000.00","$712,000.00","$984,000.00","$1,207,000.00","$181,000,000.00","$1,703,000,000.00","$17,000,000.00"
477,University of Arkansas at Fayetteville,115016,"$39,246.00",2022,USA,"$8,085,000.00","$6,254,000.00","$10,505,000.00","$1,291,000.00","$17,662,000.00","$14,355,000.00","$6,100,000.00","$48,654,000.00","$59,522,000.00","$4,705,000,000.00","$5,742,000,000.00","$1,205,000,000.00"
